NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25075_026E,B25075_027E,best_col,best,best_range
"Block Group 1, Census Tract 20.23, Durham County, North Carolina",230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,93,75,14,0,0,0,0,0,0,20,93,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.23, Durham County, North Carolina",351,20,0,0,0,0,0,0,0,0,0,0,0,0,20,12,10,6,131,99,53,0,0,0,0,0,0,21,99,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.24, Durham County, North Carolina",1351,12,0,0,0,0,0,22,0,0,0,0,24,0,15,69,198,131,288,230,246,81,0,0,0,35,0,23,81,"$400,000 to $499,999"
"Block Group 2, Census Tract 20.24, Durham County, North Carolina",417,0,0,0,0,0,0,0,0,0,0,27,17,0,19,148,45,8,70,59,24,0,0,0,0,0,0,19,8,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.24, Durham County, North Carolina",403,0,11,0,0,0,0,0,0,0,0,0,0,0,119,65,73,53,23,36,23,0,0,0,0,0,0,18,73,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.25, Durham County, North Carolina",851,22,0,0,0,0,0,0,0,0,0,0,0,0,0,19,115,184,401,38,72,0,0,0,0,0,0,22,72,"$300,000 to $399,999"
"Block Group 2, Census Tract 20.25, Durham County, North Carolina",691,0,0,0,0,0,0,0,0,0,0,0,0,0,18,103,138,61,159,154,58,0,0,0,0,0,0,19,61,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.25, Durham County, North Carolina",454,0,0,0,0,0,0,0,0,0,0,0,0,0,55,69,116,144,53,17,0,0,0,0,0,0,0,17,69,"$125,000 to $149,999"
"Block Group 1, Census Tract 20.26, Durham County, North Carolina",506,0,24,0,0,0,0,0,0,0,0,9,27,21,102,57,104,96,38,28,0,0,0,0,0,0,0,19,96,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.26, Durham County, North Carolina",550,15,20,12,0,0,0,0,0,0,0,45,0,0,65,171,65,80,15,47,0,0,15,0,0,0,0,19,80,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.27, Durham County, North Carolina",473,0,0,0,0,0,0,0,0,0,0,30,0,0,0,125,90,61,94,73,0,0,0,0,0,0,0,20,94,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.27, Durham County, North Carolina",745,19,0,0,0,0,0,0,0,0,0,0,0,0,0,41,147,63,253,222,0,0,0,0,0,0,0,19,63,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.27, Durham County, North Carolina",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,15,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.28, Durham County, North Carolina",914,0,0,0,0,0,0,0,0,13,0,0,0,0,13,207,205,88,287,38,0,0,19,0,44,0,0,19,88,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.28, Durham County, North Carolina",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,33,33,0,0,0,0,23,33,"$400,000 to $499,999"
"Block Group 3, Census Tract 20.28, Durham County, North Carolina",640,0,0,0,0,0,0,0,0,0,0,0,0,0,12,109,182,17,234,58,14,14,0,0,0,0,0,21,58,"$250,000 to $299,999"
"Block Group 1, Census Tract 21, Durham County, North Carolina",938,27,0,16,0,0,17,0,0,0,14,0,0,0,0,16,7,39,178,152,159,109,155,0,33,0,16,18,7,"$150,000 to $174,999"
"Block Group 2, Census Tract 21, Durham County, North Carolina",801,0,0,0,0,24,0,0,0,13,16,40,0,10,82,18,111,54,108,107,71,36,94,17,0,0,0,24,94,"$500,000 to $749,999"
"Block Group 3, Census Tract 21, Durham County, North Carolina",595,0,0,0,0,11,0,0,0,9,0,24,0,0,11,42,19,35,113,82,112,39,68,15,15,0,0,11,9,"$50,000 to $59,999"
"Block Group 1, Census Tract 22, Durham County, North Carolina",258,0,0,0,0,0,0,0,7,0,0,0,4,0,32,9,9,6,57,33,31,14,40,16,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 23, Durham County, North Carolina",63,0,4,0,0,0,0,0,0,10,5,0,0,11,0,0,8,8,9,0,8,0,0,0,0,0,0,20,9,"$200,000 to $249,999"
"Block Group 2, Census Tract 23, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 9801, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
