NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25075_026E,B25075_027E,best_col,best,best_range
"Block Group 1, Census Tract 20.23, Durham County, North Carolina",262,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,69,103,59,12,0,0,0,0,0,6,8,"$20,000 to $24,999"
"Block Group 2, Census Tract 20.23, Durham County, North Carolina",295,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,24,0,76,64,111,0,0,0,0,0,0,20,76,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.24, Durham County, North Carolina",1498,0,0,0,0,0,0,20,0,0,0,0,25,0,14,89,126,153,316,285,274,170,0,0,0,26,0,17,89,"$125,000 to $149,999"
"Block Group 2, Census Tract 20.24, Durham County, North Carolina",503,0,0,0,0,0,0,0,0,0,0,0,14,0,0,135,79,0,182,63,30,0,0,0,0,0,0,18,79,"$150,000 to $174,999"
"Block Group 3, Census Tract 20.24, Durham County, North Carolina",433,0,0,0,0,0,0,17,0,0,0,0,0,0,34,63,185,67,17,24,26,0,0,0,0,0,0,19,67,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.25, Durham County, North Carolina",758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,57,113,310,185,51,0,0,0,0,0,0,18,57,"$150,000 to $174,999"
"Block Group 2, Census Tract 20.25, Durham County, North Carolina",665,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,137,102,149,166,34,0,0,0,0,0,0,17,57,"$125,000 to $149,999"
"Block Group 3, Census Tract 20.25, Durham County, North Carolina",417,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,127,124,48,23,0,0,0,0,0,0,0,17,57,"$125,000 to $149,999"
"Block Group 1, Census Tract 20.26, Durham County, North Carolina",553,0,12,0,0,0,0,0,0,0,0,0,45,0,74,102,86,105,96,33,0,0,0,0,0,0,0,20,96,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.26, Durham County, North Carolina",490,0,0,7,0,0,0,0,0,0,0,17,13,0,40,113,35,155,49,30,11,20,0,0,0,0,0,5,7,"$15,000 to $19,999"
"Block Group 1, Census Tract 20.27, Durham County, North Carolina",791,0,0,0,0,0,0,0,0,0,0,19,0,0,0,101,75,37,118,207,234,0,0,0,0,0,0,18,75,"$150,000 to $174,999"
"Block Group 2, Census Tract 20.27, Durham County, North Carolina",828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,136,57,199,383,34,0,0,0,0,0,0,19,57,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.27, Durham County, North Carolina",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,40,0,0,0,0,0,0,21,76,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.28, Durham County, North Carolina",953,0,6,0,0,0,0,0,0,0,0,0,0,0,12,140,118,83,213,131,55,42,108,0,45,0,0,19,83,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.28, Durham County, North Carolina",223,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,25,119,0,0,0,0,21,34,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.28, Durham County, North Carolina",724,0,0,0,0,0,0,0,0,0,0,0,0,0,14,79,94,11,305,84,123,14,0,0,0,0,0,18,94,"$150,000 to $174,999"
"Block Group 1, Census Tract 21, Durham County, North Carolina",949,18,0,0,0,0,21,0,0,0,12,24,0,0,7,13,17,47,193,231,192,89,70,0,15,0,0,23,89,"$400,000 to $499,999"
"Block Group 2, Census Tract 21, Durham County, North Carolina",742,0,0,0,0,18,0,0,0,18,12,0,0,8,50,21,117,28,90,110,106,62,68,17,17,0,0,20,90,"$200,000 to $249,999"
"Block Group 3, Census Tract 21, Durham County, North Carolina",675,0,0,0,17,0,0,0,31,7,0,58,0,0,31,30,17,36,129,38,140,75,66,0,0,0,0,23,75,"$400,000 to $499,999"
"Block Group 1, Census Tract 22, Durham County, North Carolina",264,0,0,0,0,0,0,0,0,0,0,23,6,0,13,7,16,4,19,23,40,42,42,22,7,0,0,17,7,"$125,000 to $149,999"
"Block Group 1, Census Tract 23, Durham County, North Carolina",111,0,0,0,0,0,0,0,0,10,11,0,0,33,6,0,0,9,4,7,21,10,0,0,0,0,0,19,9,"$175,000 to $199,999"
"Block Group 2, Census Tract 23, Durham County, North Carolina",16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,"$30,000 to $34,999"
"Block Group 1, Census Tract 9801, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
