"B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","B25075_026E","B25075_026M","B25075_027E","B25075_027M","GEO_ID","NAME"
"258","141","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","24","20","27","23","27","48","41","99","119","27","33","7","13","7","13","0","12","0","12","0","12","12","21","0","12","0","12","0","12","0","12","1500000US370630018014","Block Group 4, Census Tract 18.01, Durham County, North Carolina"
"165","66","0","12","0","12","0","12","14","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","16","0","12","6","13","0","12","55","44","45","44","0","12","22","33","14","22","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018015","Block Group 5, Census Tract 18.01, Durham County, North Carolina"
"556","145","0","12","12","20","0","12","46","71","0","12","0","12","0","12","14","24","19","32","13","21","0","12","58","82","33","48","93","74","142","82","79","63","12","20","35","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018021","Block Group 1, Census Tract 18.02, Durham County, North Carolina"
"250","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","36","15","25","19","31","0","12","65","67","82","54","16","22","0","12","0","12","32","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018022","Block Group 2, Census Tract 18.02, Durham County, North Carolina"
"415","116","20","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","17","25","31","58","64","0","12","59","73","154","66","23","25","41","43","24","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018023","Block Group 3, Census Tract 18.02, Durham County, North Carolina"
"229","90","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","0","12","0","12","69","77","13","22","45","53","21","34","0","12","68","57","5","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018024","Block Group 4, Census Tract 18.02, Durham County, North Carolina"
"700","145","22","34","0","12","0","12","27","42","0","12","46","32","0","12","0","12","0","12","0","12","12","19","34","38","35","44","113","74","74","57","201","101","14","21","10","17","0","12","75","76","27","33","10","16","0","12","0","12","0","12","0","12","1500000US370630018061","Block Group 1, Census Tract 18.06, Durham County, North Carolina"
"1196","180","13","21","21","37","0","12","0","12","0","12","0","12","0","12","0","12","41","65","0","12","0","12","27","41","0","12","123","70","337","139","288","146","252","145","77","67","17","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018062","Block Group 2, Census Tract 18.06, Durham County, North Carolina"
"730","176","82","64","39","52","30","48","23","28","0","12","0","12","0","12","0","12","0","12","34","39","15","25","63","75","0","12","112","69","87","54","117","98","90","74","24","30","0","12","0","12","14","22","0","12","0","12","0","12","0","12","0","12","1500000US370630018071","Block Group 1, Census Tract 18.07, Durham County, North Carolina"
"1028","209","68","78","42","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","3","11","0","12","18","23","162","124","338","130","142","75","111","68","65","54","24","36","47","56","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018072","Block Group 2, Census Tract 18.07, Durham County, North Carolina"
"832","196","0","12","23","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","171","110","358","165","220","124","43","43","7","12","0","12","10","16","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018073","Block Group 3, Census Tract 18.07, Durham County, North Carolina"
"751","124","37","41","11","19","0","12","0","12","0","12","0","12","0","12","14","21","0","12","0","12","0","12","46","74","0","12","0","12","34","27","179","79","165","74","201","95","48","46","16","26","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018081","Block Group 1, Census Tract 18.08, Durham County, North Carolina"
"1784","169","9","15","0","17","10","16","0","17","0","17","0","17","0","17","19","28","0","17","0","17","24","26","0","17","0","17","34","33","92","60","128","75","169","83","529","122","366","127","316","131","80","59","8","13","0","17","0","17","0","17","0","17","1500000US370630018082","Block Group 2, Census Tract 18.08, Durham County, North Carolina"
"380","88","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","24","0","12","0","12","0","12","0","12","0","12","48","49","75","55","91","53","66","54","43","49","30","36","12","21","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018091","Block Group 1, Census Tract 18.09, Durham County, North Carolina"
"707","126","16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","20","49","44","102","62","340","133","82","53","91","91","16","25","0","12","0","12","0","12","0","12","0","12","1500000US370630018092","Block Group 2, Census Tract 18.09, Durham County, North Carolina"
"234","62","0","12","0","12","0","12","19","27","0","12","0","12","9","15","0","12","0","12","0","12","0","12","0","12","7","12","0","12","0","12","36","30","40","34","13","19","28","21","29","29","47","29","6","10","0","12","0","12","0","12","0","12","1500000US370630019001","Block Group 1, Census Tract 19, Durham County, North Carolina"
"1057","102","0","12","9","14","0","12","0","12","9","14","0","12","0","12","0","12","6","10","0","12","0","12","0","12","21","30","8","12","30","28","249","76","185","57","314","107","26","24","77","45","85","46","16","24","22","21","0","12","0","12","0","12","1500000US370630019002","Block Group 2, Census Tract 19, Durham County, North Carolina"
"719","133","26","39","0","12","13","22","0","12","0","12","0","12","0","12","0","12","15","22","0","12","0","12","0","12","18","28","44","70","45","37","25","32","73","55","129","78","150","76","181","102","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020071","Block Group 1, Census Tract 20.07, Durham County, North Carolina"
"681","132","0","12","0","12","0","12","0","12","33","53","0","12","0","12","0","12","0","12","0","12","0","12","20","32","0","12","47","37","117","104","118","109","16","25","113","78","69","57","25","29","33","40","43","34","17","27","30","35","0","12","0","12","1500000US370630020072","Block Group 2, Census Tract 20.07, Durham County, North Carolina"
"316","88","22","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","26","46","53","32","40","0","12","28","34","46","39","49","46","24","37","46","53","0","12","0","12","0","12","0","12","1500000US370630020073","Block Group 3, Census Tract 20.07, Durham County, North Carolina"
"352","62","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","17","0","12","20","23","27","20","45","28","38","30","48","39","52","39","25","21","52","53","34","27","1500000US370630020081","Block Group 1, Census Tract 20.08, Durham County, North Carolina"
"817","79","0","12","0","12","0","12","0","12","5","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","12","57","52","18","29","94","43","94","45","169","75","62","42","187","58","94","46","21","24","0","12","8","12","1500000US370630020082","Block Group 2, Census Tract 20.08, Durham County, North Carolina"
"391","94","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","35","32","26","0","12","52","42","8","12","43","28","136","69","28","31","0","12","55","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020091","Block Group 1, Census Tract 20.09, Durham County, North Carolina"
"350","93","0","12","0","12","48","57","0","12","0","12","0","12","0","12","16","26","0","12","18","28","8","13","35","36","38","31","93","44","14","16","33","23","0","12","23","21","17","27","0","12","0","12","7","11","0","12","0","12","0","12","0","12","1500000US370630020092","Block Group 2, Census Tract 20.09, Durham County, North Carolina"
"477","95","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","12","19","23","56","56","56","37","87","52","87","48","85","52","53","38","0","12","15","17","11","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020093","Block Group 3, Census Tract 20.09, Durham County, North Carolina"
"483","82","0","12","9","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","145","47","58","33","80","44","53","41","40","47","52","36","37","31","0","12","0","12","9","14","0","12","0","12","0","12","1500000US370630020131","Block Group 1, Census Tract 20.13, Durham County, North Carolina"
"262","57","0","12","5","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14","27","25","93","45","72","33","19","20","9","15","21","22","0","12","0","12","7","13","0","12","0","12","0","12","0","12","1500000US370630020132","Block Group 2, Census Tract 20.13, Durham County, North Carolina"
"742","89","11","17","12","18","0","12","0","12","0","12","0","12","0","12","0","12","9","16","12","17","0","12","0","12","0","12","10","14","138","75","155","68","72","43","259","63","55","34","9","16","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020133","Block Group 3, Census Tract 20.13, Durham County, North Carolina"
"313","91","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","46","0","12","0","12","0","12","102","60","81","61","88","69","15","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020151","Block Group 1, Census Tract 20.15, Durham County, North Carolina"
"143","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","20","47","64","28","38","0","12","0","12","0","12","55","31","0","12","0","12","0","12","0","12","0","12","1500000US370630020152","Block Group 2, Census Tract 20.15, Durham County, North Carolina"
"47","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","27","0","12","17","26","0","12","0","12","0","12","0","12","14","23","0","12","0","12","0","12","0","12","0","12","1500000US370630020153","Block Group 3, Census Tract 20.15, Durham County, North Carolina"
"13","20","13","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020161","Block Group 1, Census Tract 20.16, Durham County, North Carolina"
"237","91","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","48","43","55","52","0","12","12","24","22","28","44","50","56","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020162","Block Group 2, Census Tract 20.16, Durham County, North Carolina"
"806","101","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","43","43","49","48","9","15","55","41","150","70","270","90","115","59","52","38","42","40","10","15","0","12","0","12","1500000US370630020171","Block Group 1, Census Tract 20.17, Durham County, North Carolina"
"600","113","15","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","29","55","76","34","40","0","12","66","50","0","12","87","60","87","63","104","55","84","58","37","33","13","19","0","12","0","12","0","12","1500000US370630020172","Block Group 2, Census Tract 20.17, Durham County, North Carolina"
"635","106","9","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","26","0","12","86","64","22","24","115","80","101","62","201","74","67","54","17","27","0","12","0","12","0","12","0","12","1500000US370630020173","Block Group 3, Census Tract 20.17, Durham County, North Carolina"
"877","134","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","31","0","12","0","12","35","38","0","12","78","53","99","68","223","94","112","62","212","100","85","54","14","23","0","12","0","12","1500000US370630020181","Block Group 1, Census Tract 20.18, Durham County, North Carolina"
"647","135","0","12","14","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","29","15","24","172","69","166","96","56","57","43","40","61","45","61","53","26","30","15","25","0","12","0","12","0","12","0","12","1500000US370630020182","Block Group 2, Census Tract 20.18, Durham County, North Carolina"
"913","99","17","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","0","12","0","12","0","12","0","12","32","36","109","68","186","72","89","54","190","75","188","75","79","52","7","11","0","12","0","12","0","12","1500000US370630020183","Block Group 3, Census Tract 20.18, Durham County, North Carolina"
"188","104","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","40","0","12","38","42","48","54","0","12","0","12","67","107","0","12","0","12","0","12","0","12","1500000US370630020191","Block Group 1, Census Tract 20.19, Durham County, North Carolina"
"447","112","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","39","37","37","114","60","12","21","18","28","86","82","97","62","22","35","14","23","0","12","0","12","0","12","12","19","1500000US370630020192","Block Group 2, Census Tract 20.19, Durham County, North Carolina"
"709","121","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","37","41","46","46","42","68","62","204","116","262","74","55","46","0","12","0","12","0","12","0","12","0","12","1500000US370630020193","Block Group 3, Census Tract 20.19, Durham County, North Carolina"
"631","145","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","33","0","12","0","12","0","12","0","12","9","15","53","49","41","40","175","108","253","96","79","71","0","12","0","12","0","12","0","12","0","12","1500000US370630020201","Block Group 1, Census Tract 20.20, Durham County, North Carolina"
"1647","155","28","31","0","12","0","12","0","12","0","12","0","12","0","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","37","54","0","12","130","71","398","136","648","180","307","108","92","72","0","12","0","12","0","12","0","12","1500000US370630020202","Block Group 2, Census Tract 20.20, Durham County, North Carolina"
"371","109","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","34","0","12","19","30","0","12","20","32","78","46","10","18","24","37","0","12","28","32","172","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020211","Block Group 1, Census Tract 20.21, Durham County, North Carolina"
"282","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","51","15","24","43","43","34","43","110","60","47","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020212","Block Group 2, Census Tract 20.21, Durham County, North Carolina"
"241","75","12","20","0","12","15","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","30","0","12","43","48","94","55","17","25","42","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020221","Block Group 1, Census Tract 20.22, Durham County, North Carolina"
"669","136","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","51","48","0","12","89","65","139","82","208","90","59","41","123","80","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020222","Block Group 2, Census Tract 20.22, Durham County, North Carolina"
"267","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","42","34","47","38","85","50","82","43","11","15","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020231","Block Group 1, Census Tract 20.23, Durham County, North Carolina"
"332","67","22","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","20","8","13","8","12","6","10","127","70","100","38","38","33","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020232","Block Group 2, Census Tract 20.23, Durham County, North Carolina"
"1309","190","11","17","0","12","0","12","44","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","22","48","33","233","126","87","57","420","121","283","115","101","54","19","29","0","12","0","12","0","12","50","56","0","12","1500000US370630020241","Block Group 1, Census Tract 20.24, Durham County, North Carolina"
"387","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","36","0","12","0","12","71","71","103","53","52","44","27","31","44","43","31","35","26","39","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020242","Block Group 2, Census Tract 20.24, Durham County, North Carolina"
"519","129","0","12","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","197","110","76","65","67","40","81","55","19","23","54","38","15","25","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020243","Block Group 3, Census Tract 20.24, Durham County, North Carolina"
"882","157","23","36","0","12","0","12","0","12","0","12","0","12","18","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","38","71","46","162","84","377","111","44","52","105","83","57","56","0","12","0","12","0","12","0","12","0","12","1500000US370630020251","Block Group 1, Census Tract 20.25, Durham County, North Carolina"
"696","119","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","20","103","67","130","62","93","70","116","63","161","81","81","78","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020252","Block Group 2, Census Tract 20.25, Durham County, North Carolina"
"532","121","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","64","41","141","88","115","90","172","92","22","36","18","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020253","Block Group 3, Census Tract 20.25, Durham County, North Carolina"
"537","135","0","12","35","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","18","29","42","16","25","191","100","44","43","111","75","33","36","56","53","17","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020261","Block Group 1, Census Tract 20.26, Durham County, North Carolina"
"622","150","16","28","26","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","52","49","0","12","0","12","93","54","173","89","110","101","76","70","41","38","18","31","0","12","0","12","17","25","0","12","0","12","0","12","0","12","1500000US370630020262","Block Group 2, Census Tract 20.26, Durham County, North Carolina"
"479","155","0","12","32","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","39","0","12","10","16","0","12","94","70","92","75","24","39","127","97","66","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020271","Block Group 1, Census Tract 20.27, Durham County, North Carolina"
"613","176","15","28","0","17","0","17","14","22","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","51","40","159","111","110","88","210","107","35","45","19","23","0","17","0","17","0","17","0","17","0","17","0","17","1500000US370630020272","Block Group 2, Census Tract 20.27, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020273","Block Group 3, Census Tract 20.27, Durham County, North Carolina"
"870","180","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","18","0","12","0","12","0","12","0","12","15","27","175","100","234","116","98","66","229","101","49","48","0","12","0","12","18","28","0","12","43","66","0","12","0","12","1500000US370630020281","Block Group 1, Census Tract 20.28, Durham County, North Carolina"
"59","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","49","52","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020282","Block Group 2, Census Tract 20.28, Durham County, North Carolina"
"482","150","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","21","154","89","109","91","0","12","173","77","11","20","0","12","22","36","0","12","0","12","0","12","0","12","0","12","1500000US370630020283","Block Group 3, Census Tract 20.28, Durham County, North Carolina"
"845","117","24","27","0","12","15","25","0","12","0","12","15","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","8","13","37","43","81","71","206","91","117","63","114","72","157","68","0","12","41","45","0","12","14","22","1500000US370630021001","Block Group 1, Census Tract 21, Durham County, North Carolina"
"790","144","0","17","0","17","0","17","0","17","25","33","0","17","0","17","0","17","12","21","0","17","33","38","0","17","10","16","97","76","0","17","69","75","67","47","90","70","182","91","75","70","32","35","84","62","14","23","0","17","0","17","0","17","1500000US370630021002","Block Group 2, Census Tract 21, Durham County, North Carolina"
"596","120","0","12","0","12","0","12","0","12","9","14","0","12","0","12","0","12","9","16","0","12","24","29","0","12","18","28","11","18","20","23","58","51","25","31","76","55","95","69","66","49","48","48","91","56","18","28","15","25","0","12","13","20","1500000US370630021003","Block Group 3, Census Tract 21, Durham County, North Carolina"
"270","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","9","0","12","0","12","6","9","4","9","0","12","33","37","5","8","18","16","7","12","45","24","47","31","27","20","15","17","51","21","6","10","0","12","0","12","0","12","1500000US370630022001","Block Group 1, Census Tract 22, Durham County, North Carolina"
"50","28","0","12","5","7","0","12","0","12","0","12","0","12","5","7","0","12","9","14","10","16","0","12","0","12","0","12","0","12","0","12","9","14","8","9","4","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630023001","Block Group 1, Census Tract 23, Durham County, North Carolina"
"4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630023002","Block Group 2, Census Tract 23, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370639801001","Block Group 1, Census Tract 9801, Durham County, North Carolina"
