"B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","GEO_ID","NAME"
"149","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","0","12","17","30","0","12","16","24","72","74","0","12","28","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018024","Block Group 4, Census Tract 18.02, Durham County, North Carolina"
"729","110","74","68","19","29","0","12","18","28","0","12","0","12","0","12","0","12","0","12","0","12","29","44","58","54","15","24","62","42","134","91","178","92","64","78","44","43","22","34","0","12","12","21","0","12","0","12","0","12","1500000US370630018061","Block Group 1, Census Tract 18.06, Durham County, North Carolina"
"1157","169","0","12","7","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","23","36","44","0","12","101","91","255","122","359","151","242","126","117","70","21","34","4","10","0","12","0","12","0","12","0","12","1500000US370630018062","Block Group 2, Census Tract 18.06, Durham County, North Carolina"
"929","193","104","87","97","97","27","32","42","34","0","12","0","12","0","12","33","55","15","23","14","24","12","19","27","30","28","39","130","90","176","93","149","110","42","34","15","24","0","12","0","12","0","12","18","32","0","12","0","12","1500000US370630018071","Block Group 1, Census Tract 18.07, Durham County, North Carolina"
"978","179","43","52","48","67","10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","25","0","12","73","52","290","163","238","86","119","69","91","54","35","29","15","23","0","12","0","12","0","12","0","12","1500000US370630018072","Block Group 2, Census Tract 18.07, Durham County, North Carolina"
"799","152","0","12","11","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","45","73","0","12","57","63","187","103","142","71","240","118","76","70","23","18","18","31","0","12","0","12","0","12","0","12","0","12","1500000US370630018073","Block Group 3, Census Tract 18.07, Durham County, North Carolina"
"628","115","27","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","42","41","34","78","43","126","79","303","102","7","13","19","23","0","12","0","12","0","12","0","12","1500000US370630018081","Block Group 1, Census Tract 18.08, Durham County, North Carolina"
"1168","168","0","12","0","12","13","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","26","10","17","0","12","42","40","42","33","83","51","79","60","381","116","160","63","267","115","49","30","20","23","0","12","0","12","1500000US370630018082","Block Group 2, Census Tract 18.08, Durham County, North Carolina"
"314","98","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","18","0","12","0","12","0","12","0","12","52","51","75","41","92","67","60","51","0","12","7","13","18","24","0","12","0","12","0","12","0","12","1500000US370630018091","Block Group 1, Census Tract 18.09, Durham County, North Carolina"
"912","198","16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","31","28","34","67","54","70","46","84","58","443","183","44","42","140","130","0","12","0","12","0","12","0","12","1500000US370630018092","Block Group 2, Census Tract 18.09, Durham County, North Carolina"
"163","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","13","14","0","12","0","12","11","13","29","26","32","31","11","15","26","22","20","19","8","14","0","12","0","12","5","9","1500000US370630019001","Block Group 1, Census Tract 19, Durham County, North Carolina"
"799","99","0","12","0","12","0","12","0","12","13","16","0","12","0","12","10","16","3","6","0","12","6","10","0","12","19","22","19","15","55","42","184","61","184","80","147","64","34","33","68","38","36","31","8","12","13","16","0","12","1500000US370630019002","Block Group 2, Census Tract 19, Durham County, North Carolina"
"813","116","35","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","25","0","12","15","23","9","15","43","44","86","74","13","24","82","65","69","56","217","90","96","65","67","43","66","76","0","12","0","12","0","12","1500000US370630020071","Block Group 1, Census Tract 20.07, Durham County, North Carolina"
"639","129","0","12","0","12","0","12","0","12","28","45","0","12","0","12","0","12","0","12","0","12","0","12","42","67","0","12","93","63","73","50","30","53","64","58","113","72","55","39","52","51","9","16","43","41","12","19","25","30","1500000US370630020072","Block Group 2, Census Tract 20.07, Durham County, North Carolina"
"404","87","14","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","19","0","12","0","12","0","12","0","12","0","12","17","27","12","21","0","12","83","60","99","64","56","40","48","54","62","62","0","12","0","12","1500000US370630020073","Block Group 3, Census Tract 20.07, Durham County, North Carolina"
"308","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","18","19","21","60","33","27","24","55","33","45","28","87","40","1500000US370630020081","Block Group 1, Census Tract 20.08, Durham County, North Carolina"
"847","67","0","12","15","22","0","12","0","12","3","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","25","55","56","55","48","85","50","164","61","87","46","63","38","123","54","126","60","49","40","1500000US370630020082","Block Group 2, Census Tract 20.08, Durham County, North Carolina"
"476","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","0","12","21","23","0","12","54","45","40","33","210","93","61","46","26","32","29","41","21","21","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020091","Block Group 1, Census Tract 20.09, Durham County, North Carolina"
"259","61","0","12","0","12","20","23","0","12","0","12","0","12","0","12","0","12","23","29","0","12","0","12","17","19","27","22","89","48","0","12","33","25","18","18","0","12","0","12","10","16","0","12","10","16","12","18","0","12","1500000US370630020092","Block Group 2, Census Tract 20.09, Durham County, North Carolina"
"466","102","0","12","0","12","0","12","0","12","0","12","0","12","7","11","0","12","0","12","31","32","9","14","27","33","90","64","77","45","56","41","119","80","33","37","17","18","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020093","Block Group 3, Census Tract 20.09, Durham County, North Carolina"
"481","90","0","12","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","19","14","21","15","23","90","47","82","41","68","39","69","47","45","36","11","17","45","36","0","12","8","13","8","12","0","12","1500000US370630020131","Block Group 1, Census Tract 20.13, Durham County, North Carolina"
"241","70","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","15","59","46","77","41","50","26","46","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020132","Block Group 2, Census Tract 20.13, Durham County, North Carolina"
"751","106","0","12","12","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","15","0","12","0","12","0","12","8","14","146","83","143","62","110","61","232","62","79","45","11","18","0","12","0","12","0","12","0","12","1500000US370630020133","Block Group 3, Census Tract 20.13, Durham County, North Carolina"
"227","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","18","0","12","15","24","1","8","112","56","0","12","51","55","23","24","0","12","0","12","16","26","0","12","0","12","1500000US370630020151","Block Group 1, Census Tract 20.15, Durham County, North Carolina"
"165","84","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","21","12","20","91","70","24","29","0","12","0","12","0","12","12","20","0","12","12","22","0","12","1500000US370630020152","Block Group 2, Census Tract 20.15, Durham County, North Carolina"
"83","58","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","0","12","19","33","20","31","18","30","0","12","0","12","0","12","12","20","0","12","0","12","1500000US370630020153","Block Group 3, Census Tract 20.15, Durham County, North Carolina"
"12","20","12","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020161","Block Group 1, Census Tract 20.16, Durham County, North Carolina"
"258","81","0","12","0","12","0","12","0","12","16","28","0","12","0","12","0","12","0","12","11","18","0","12","0","12","32","36","10","16","0","12","20","31","0","12","57","44","72","64","40","49","0","12","0","12","0","12","0","12","1500000US370630020162","Block Group 2, Census Tract 20.16, Durham County, North Carolina"
"779","100","28","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","19","10","18","0","12","136","70","147","71","213","77","120","53","70","49","43","39","0","12","1500000US370630020171","Block Group 1, Census Tract 20.17, Durham County, North Carolina"
"577","98","12","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","0","12","0","12","0","12","0","12","31","36","29","33","101","56","0","12","36","43","106","63","123","57","81","55","44","70","0","12","0","12","1500000US370630020172","Block Group 2, Census Tract 20.17, Durham County, North Carolina"
"597","118","11","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","23","36","34","158","109","107","66","230","82","30","35","0","12","0","12","0","12","1500000US370630020173","Block Group 3, Census Tract 20.17, Durham County, North Carolina"
"1027","133","17","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","50","54","55","66","53","121","66","175","82","154","63","200","71","104","58","92","50","1500000US370630020181","Block Group 1, Census Tract 20.18, Durham County, North Carolina"
"571","91","0","12","13","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","27","26","28","158","74","103","65","46","35","21","34","77","53","73","50","13","21","24","27","0","12","0","12","1500000US370630020182","Block Group 2, Census Tract 20.18, Durham County, North Carolina"
"962","120","22","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","31","29","33","84","85","103","58","136","102","315","92","115","73","139","86","0","12","0","12","1500000US370630020183","Block Group 3, Census Tract 20.18, Durham County, North Carolina"
"190","105","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","35","0","12","0","12","17","26","0","12","18","28","123","91","0","12","0","12","1500000US370630020191","Block Group 1, Census Tract 20.19, Durham County, North Carolina"
"391","123","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","33","0","12","132","87","31","36","19","30","67","69","91","51","0","12","29","26","0","12","0","12","1500000US370630020192","Block Group 2, Census Tract 20.19, Durham County, North Carolina"
"750","120","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","47","59","58","89","92","147","96","103","66","284","104","27","34","0","12","0","12","0","12","1500000US370630020193","Block Group 3, Census Tract 20.19, Durham County, North Carolina"
"639","131","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","28","34","28","60","57","156","88","294","115","68","69","0","12","0","12","0","12","1500000US370630020201","Block Group 1, Census Tract 20.20, Durham County, North Carolina"
"1425","117","10","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","37","44","28","44","140","70","385","135","670","140","116","68","39","53","0","12","0","12","1500000US370630020202","Block Group 2, Census Tract 20.20, Durham County, North Carolina"
"561","155","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","41","0","12","0","12","81","73","34","46","50","63","38","42","38","60","106","88","126","65","56","68","0","12","0","12","0","12","0","12","1500000US370630020211","Block Group 1, Census Tract 20.21, Durham County, North Carolina"
"248","77","0","12","0","12","0","12","12","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","54","17","27","55","51","37","38","67","44","26","39","0","12","0","12","0","12","0","12","1500000US370630020212","Block Group 2, Census Tract 20.21, Durham County, North Carolina"
"252","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","40","0","12","40","50","33","45","16","28","85","54","18","30","28","34","0","12","0","12","0","12","0","12","0","12","1500000US370630020221","Block Group 1, Census Tract 20.22, Durham County, North Carolina"
"676","138","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","45","45","207","99","281","131","33","37","110","67","0","12","0","12","0","12","0","12","1500000US370630020222","Block Group 2, Census Tract 20.22, Durham County, North Carolina"
"280","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","34","68","55","132","68","46","40","0","12","0","12","0","12","0","12","0","12","1500000US370630020231","Block Group 1, Census Tract 20.23, Durham County, North Carolina"
"324","74","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","34","24","31","14","25","6","11","97","69","104","58","48","34","0","12","0","12","0","12","0","12","1500000US370630020232","Block Group 2, Census Tract 20.23, Durham County, North Carolina"
"1374","193","12","20","0","12","12","20","37","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","37","30","422","162","133","66","530","135","159","90","32","37","0","12","0","12","0","12","0","12","1500000US370630020241","Block Group 1, Census Tract 20.24, Durham County, North Carolina"
"298","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","31","10","17","13","22","40","48","65","34","33","31","68","71","0","12","22","28","0","12","0","12","0","12","0","12","21","32","1500000US370630020242","Block Group 2, Census Tract 20.24, Durham County, North Carolina"
"533","121","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","135","82","74","42","21","25","83","51","155","84","48","45","17","27","0","12","0","12","0","12","0","12","1500000US370630020243","Block Group 3, Census Tract 20.24, Durham County, North Carolina"
"965","161","34","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","48","0","12","0","12","0","12","14","23","0","12","209","103","125","71","390","147","98","81","18","23","42","68","0","12","0","12","0","12","1500000US370630020251","Block Group 1, Census Tract 20.25, Durham County, North Carolina"
"702","127","0","12","0","12","32","50","0","12","7","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","30","56","54","189","100","93","61","95","72","127","90","64","51","0","12","0","12","0","12","0","12","1500000US370630020252","Block Group 2, Census Tract 20.25, Durham County, North Carolina"
"390","119","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","14","0","12","0","12","0","12","13","21","143","97","130","61","98","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020253","Block Group 3, Census Tract 20.25, Durham County, North Carolina"
"486","124","0","12","40","46","0","12","0","12","9","13","0","12","0","12","0","12","9","18","0","12","23","34","97","95","13","20","106","80","73","77","84","45","32","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020261","Block Group 1, Census Tract 20.26, Durham County, North Carolina"
"688","148","0","12","0","12","0","12","0","12","0","12","8","14","0","12","0","12","0","12","0","12","0","12","32","47","12","18","172","91","89","66","215","100","32","36","51","45","63","59","0","12","0","12","14","24","0","12","0","12","1500000US370630020262","Block Group 2, Census Tract 20.26, Durham County, North Carolina"
"516","139","0","12","48","56","95","53","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","23","10","16","26","33","94","85","91","76","46","45","18","34","63","50","11","17","0","12","0","12","0","12","0","12","0","12","1500000US370630020271","Block Group 1, Census Tract 20.27, Durham County, North Carolina"
"816","154","0","12","0","12","0","12","12","19","12","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","122","86","123","92","226","99","145","83","97","81","79","77","0","12","0","12","0","12","0","12","1500000US370630020272","Block Group 2, Census Tract 20.27, Durham County, North Carolina"
"10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020273","Block Group 3, Census Tract 20.27, Durham County, North Carolina"
"785","167","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","28","0","12","0","12","0","12","0","12","0","12","128","78","234","102","154","91","190","121","37","32","24","41","0","12","0","12","0","12","0","12","1500000US370630020281","Block Group 1, Census Tract 20.28, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020282","Block Group 2, Census Tract 20.28, Durham County, North Carolina"
"279","122","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","109","96","98","79","3","6","61","52","8","16","0","12","0","12","0","12","0","12","0","12","1500000US370630020283","Block Group 3, Census Tract 20.28, Durham County, North Carolina"
"758","110","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","18","11","16","0","12","12","19","0","12","34","54","45","35","55","45","166","78","90","64","126","75","120","67","44","50","43","42","1500000US370630021001","Block Group 1, Census Tract 21, Durham County, North Carolina"
"810","130","0","17","24","35","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","17","23","241","115","31","37","57","44","82","75","35","32","105","75","131","67","58","47","29","32","0","17","0","17","1500000US370630021002","Block Group 2, Census Tract 21, Durham County, North Carolina"
"604","103","0","12","0","12","10","17","0","12","15","24","0","12","0","12","0","12","0","12","15","23","18","29","0","12","20","31","14","24","16","27","129","77","49","47","76","41","32","31","63","45","21","25","67","45","27","37","32","37","1500000US370630021003","Block Group 3, Census Tract 21, Durham County, North Carolina"
"197","53","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","11","0","12","0","12","7","10","0","12","3","9","14","16","29","28","11","12","5","8","28","22","21","18","36","21","18","17","18","14","0","12","0","12","1500000US370630022001","Block Group 1, Census Tract 22, Durham County, North Carolina"
"33","26","0","12","8","11","0","12","0","12","0","12","0","12","6","9","0","12","0","12","15","23","0","12","0","12","0","12","0","12","0","12","4","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630023001","Block Group 1, Census Tract 23, Durham County, North Carolina"
"4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630023002","Block Group 2, Census Tract 23, Durham County, North Carolina"
"32","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","24","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","0","12","0","12","0","12","0","12","0","12","1500000US370639801001","Block Group 1, Census Tract 9801, Durham County, North Carolina"
